sp_id	stco	latitude	longitude
450110844	51031	37.346328	-79.234507
450129169	51550	36.647548	-76.218901
450123298	51059	38.896609	-77.284396
450106281	51179	38.474707	-77.47941
450152743	51041	37.529162	-77.614814
450123585	51059	38.967995	-77.329792
450111251	51059	38.830152	-77.476416
450050874	51059	38.9171111	-77.1607034
450118717	51810	36.8641	-76.1562
450132057	51013	38.916985	-77.138727
450053098	24031	38.9998782	-77.1855499
450072515	51059	38.9871234	-77.3765857
450115834	51570	37.246412	-77.399184
450050466	51510	38.8265665	-77.0819653
450117371	51059	38.865226	-77.459664
450123690	51059	38.967995	-77.329792
450127904	51093	37.013767	-76.633649
450147775	51177	38.201018	-77.531398
450057624	51153	38.6462983	-77.3212864
450130793	51059	38.961055	-77.404905
450151815	51185	37.093416	-81.777227
450052162	51059	38.9624881	-77.3337596
450110742	51179	38.406243	-77.392925
450054594	51153	38.7830852	-77.4506808
450138302	51059	38.792933	-77.18642
450107406	51710	36.911611	-76.209977
450123700	51059	38.993531	-77.329334
450133820	51810	36.812417	-76.156538
450126278	51199	37.164879	-76.46819
450066882	51683	38.7531108	-77.4666708
450065897	51059	38.9632767	-77.1794450
450106120	51009	37.568934	-79.059628
450151859	51700	37.155906	-76.525078
450124019	51059	38.782174	-77.145244
450109918	51059	38.80217	-77.309298
450107861	51013	38.872701	-77.11138
450107961	51069	39.093885	-78.196642
450104373	51059	38.781649	-77.118226
450108623	51059	38.837784	-77.16851
450098629	51059	38.839693	-77.455491
450057867	51059	38.8117106	-77.2495115
450146912	51550	36.739186	-76.25649
450110846	51031	37.342784	-79.238824
450130189	51670	37.2888	-77.313366
450126780	51059	38.875607	-77.405761
450108602	51107	39.089063	-77.488738
450154048	51177	38.284037	-77.533184
450146695	51137	38.245654	-78.097358
450137953	51153	38.659464	-77.427639
450139630	51061	38.8734	-77.8176
450148663	51730	37.185734	-77.40102
450115825	51193	38.260138	-76.966676
450134269	51059	38.804404	-77.241447
450132795	51800	36.734585	-76.555949
450122517	51059	38.839251	-77.32381
450110649	51107	39.022696	-77.492785
450134090	51059	38.779807	-77.166798
450124730	51760	37.489661	-77.509355
450128125	51177	38.275823	-77.550888
450129164	51550	36.650004	-76.21714
450149041	51059	38.872022	-77.207642
450136155	51177	38.227703	-77.45838
450148029	51085	37.791446	-77.539507
450124082	51810	36.885301	-76.052957
450134150	51059	38.902674	-77.22503
450107599	51683	38.745021	-77.470125
450112050	51059	38.800683	-77.090297
450137340	51059	38.825268	-77.267523
450048776	51107	39.0178802	-77.4146090
450133935	51107	39.136109	-77.681793
450108365	51059	38.853409	-77.181416
450124772	51153	38.78799	-77.598857
450139615	51059	38.907608	-77.211749
450143844	51810	36.766634	-76.100837
450117734	51143	36.661894	-79.300559
450052513	51059	38.7833280	-77.1284807
450150361	51147	37.264597	-78.40223
450119579	51087	37.638206	-77.51742
450138916	51041	37.407313	-77.624577
450106075	51007	37.331139	-77.986167
450149967	51550	36.788549	-76.271705
450140533	51059	38.924568	-77.186975
450065141	24017	38.6058570	-77.1328449
450073356	51600	38.8593117	-77.2692876
450149867	51735	37.129396	-76.381745
450113750	51059	38.82796	-77.430759
450151038	51013	38.856685	-77.09769
450151093	51159	37.949627	-76.743568
450059027	51059	38.8156766	-77.1851200
450131654	51700	37.164961	-76.550531
450136150	51059	38.77802	-77.170096
450152952	51059	38.875471	-77.408618
450133713	51059	38.780647	-77.221215
450122747	51041	37.457112	-77.468747
450122555	51059	38.868409	-77.248876
450146168	51059	38.878365	-77.279827
450150575	51001	37.651901	-75.791916
450146917	51550	36.800821	-76.271455
450114764	51059	38.945986	-77.189645
450109022	51790	38.138625	-79.070523
450073684	24031	39.1159063	-77.2656903
450151811	51185	37.094446	-81.780552
450126966	51087	37.673279	-77.485585
450100331	51059	38.727108	-77.091718
450136188	51107	39.120516	-77.547463
450141477	51053	37.196995	-77.615966
450151350	51069	39.191327	-78.113597
450134261	51059	38.804342	-77.23555
450105127	51087	37.535907	-77.36463
450097911	51059	38.964815	-77.346003
450119039	51107	39.036753	-77.478051
450050953	51059	38.7988863	-77.0955835
450048667	51059	38.8388000	-77.4337300
450137431	51041	37.387282	-77.493749
450126231	51683	38.74033	-77.472337
450135589	51059	38.761373	-77.15831
450094115	51059	38.718491	-77.065383
450122325	51041	37.465596	-77.629181
450140842	51175	36.632407	-77.132914
450117228	51059	38.913777	-77.364464
450110181	51059	38.820861	-77.214337
450114239	51143	36.84055	-79.396956
450129579	51800	36.776974	-76.567692
450050341	51510	38.8093274	-77.0808077
450121420	51760	37.518549	-77.502012
450111152	51059	38.767621	-77.074616
450059096	51059	38.7763043	-77.2764282
450134311	51810	36.861249	-76.095168
450154047	51810	36.774458	-76.12093
450137929	51107	39.140843	-77.703571
450117963	51087	37.624567	-77.55968
450108034	51085	37.627061	-77.298103
450126736	51810	36.803382	-76.11018
450144184	51059	38.740148	-77.240547
450154432	51107	39.036755	-77.510447
450119540	51185	37.248661	-81.291008
450118172	51059	38.856568	-77.471093
450131999	51630	38.312485	-77.473277
450095047	51059	39.001188	-77.292936
450126291	51185	37.236784	-81.27002
450151827	51159	37.936228	-76.741883
450101733	51059	38.76674	-77.255335
450142702	51059	38.871668	-77.286158
450131801	51059	38.869123	-77.227418
450105173	51770	37.283962	-79.947021
450124584	51059	38.837851	-77.271836
450150784	51153	38.657335	-77.269942
450115625	51085	37.592189	-77.320606
450075059	51059	38.8660926	-77.2498802
450143555	51163	37.620351	-79.498818
450129653	51035	36.83511	-80.70597
450107449	51710	36.852676	-76.26524
450119470	51800	36.825751	-76.50345
450135202	51710	36.869327	-76.204281
450151100	51087	37.568592	-77.38928
450113752	51059	38.818425	-77.441888
450054127	51059	38.9056987	-77.3251984
450137954	51059	38.898624	-77.277214
450105442	51690	36.691421	-79.88508
450152872	51153	38.68311	-77.276514
450138219	51111	36.991083	-78.205659
450150481	51600	38.86303	-77.325562
450152456	51027	37.289279	-82.125876
450055125	51610	38.8806755	-77.1724957
450147915	51530	37.736653	-79.350965
450118142	51550	36.75574	-76.345611
450136654	51061	38.591165	-77.765673
450150362	51147	37.267156	-78.403725
450111556	51550	36.713715	-76.178133
450143112	51059	38.896909	-77.180467
450095583	51059	38.750527	-77.141098
450113933	51177	38.276378	-77.5514
450123982	51510	38.827249	-77.109971
450065811	51059	38.9377994	-77.3544270
450149077	51107	38.912243	-77.557049
450113562	51111	36.985144	-78.215975
450148118	51680	37.452119	-79.206883
450144240	51107	39.057707	-77.501955
450128013	51107	39.096194	-77.521228
450123261	51145	37.515443	-77.795246
450122541	51087	37.547813	-77.359854
450106566	51069	39.213165	-78.178228
450138609	51059	38.893386	-77.27566
450126774	51059	38.870742	-77.394865
450122749	51041	37.456939	-77.468827
450115731	51810	36.8061	-76.21258
450145893	51059	38.913855	-77.408897
450142934	51059	38.836535	-77.424977
450126639	51810	36.89579	-76.060873
450123983	51510	38.827249	-77.109971
450150068	51059	38.84535	-77.406543
450048458	51107	39.0025018	-77.3684108
450122753	51770	37.274234	-79.917077
450095760	51059	38.975792	-77.378168
450146004	51059	38.81865	-77.308791
450144767	51171	38.707165	-78.661308
450138604	51009	37.433359	-79.128466
450128429	51059	38.903407	-77.172791
450122623	51059	38.798343	-77.323672
450142427	51019	37.376074	-79.708799
450110117	51033	38.025538	-77.339591
450142426	51193	38.052162	-76.790893
450129041	51059	38.985663	-77.376765
450110626	51153	38.762183	-77.587184
450050898	51059	38.7888768	-77.0838024
450114063	51036	37.349745	-77.074588
450122529	51163	37.873339	-79.300321
450126299	51059	38.867569	-77.194937
450129152	51550	36.632055	-76.210926
450149685	51059	38.821727	-77.186895
450049279	51683	38.7705037	-77.4805293
450109683	51107	39.127021	-77.70711
450147290	51139	38.50512	-78.61051
450136279	51059	38.903266	-77.194562
450141656	51069	39.191611	-78.113292
450063599	51059	38.9526973	-77.3419798
450097913	51059	38.801963	-77.264158
450077256	51650	37.052856	-76.42864
450152658	51680	37.405846	-79.150696
450109432	51121	37.128181	-80.412612
450105203	51069	39.12428	-78.148801
450143470	51071	37.337726	-80.804313
450138738	51700	36.981591	-76.402762
450113910	51087	37.632413	-77.441197
450120995	51059	38.784015	-77.133526
450063633	51059	38.8592494	-77.3349756
450115235	51059	38.795031	-77.110071
450140731	51107	39.035322	-77.371757
450119038	51107	39.026815	-77.376313
450112573	51033	38.000374	-77.414741
450112799	51041	37.301696	-77.429152
450121093	51179	38.345102	-77.458685
450131393	51059	38.742161	-77.16695
450134957	51630	38.274288	-77.491389
450142677	51003	38.113442	-78.436985
450115982	51059	38.944116	-77.265937
450098103	51059	38.813164	-77.29573
450094781	51059	38.836425	-77.141721
450074370	51059	38.9238920	-77.2293127
450126444	51041	37.388062	-77.766003
450075032	24031	38.9521575	-77.1209876
450114450	51059	38.91865	-77.156068
450142794	51059	38.785154	-77.077824
450128806	51013	38.865613	-77.089759
450115313	51005	37.799575	-79.874797
450073547	51059	38.8043182	-77.1834113
450065813	51059	38.9542891	-77.3386883
